timestamp,bus,V(pu),I(pu),breaker_status
2026-03-11 13:27:12,1,1.03,1.479,0
2026-03-11 13:27:12,2,1.045,0.712,0
2026-03-11 13:27:12,3,0.966,0.996,0
2026-03-11 13:27:12,4,1.022,0.386,1
2026-03-11 13:27:12,5,0.973,1.425,1
2026-03-11 13:27:16,1,0.982,1.176,1
2026-03-11 13:27:16,2,1.029,1.332,0
2026-03-11 13:27:16,3,0.957,0.374,1
2026-03-11 13:27:16,4,0.964,1.601,1
2026-03-11 13:27:16,5,1.033,1.095,1
2026-03-11 13:27:20,1,1.011,1.676,0
2026-03-11 13:27:20,2,0.954,1.173,0
2026-03-11 13:27:20,3,0.987,0.791,0
2026-03-11 13:27:20,4,0.974,0.168,1
2026-03-11 13:27:20,5,0.958,1.185,1
2026-03-11 13:27:24,1,1.011,1.676,1
2026-03-11 13:27:24,2,0.954,1.173,0
2026-03-11 13:27:24,3,0.987,0.791,1
2026-03-11 13:27:24,4,0.974,0.168,1
2026-03-11 13:27:24,5,0.958,1.185,1
2026-03-11 13:27:28,1,0.969,1.706,0
2026-03-11 13:27:28,2,1.01,1.692,0
2026-03-11 13:27:28,3,1.029,1.949,0
2026-03-11 13:27:28,4,1.027,1.821,1
2026-03-11 13:27:28,5,1.019,1.782,1
2026-03-11 13:27:32,1,1.038,1.217,1
2026-03-11 13:27:32,2,1.047,1.243,0
2026-03-11 13:27:32,3,1.021,1.428,1
2026-03-11 13:27:32,4,0.962,0.213,1
2026-03-11 13:27:32,5,0.982,0.398,1
2026-03-11 13:27:36,1,1.039,1.054,0
2026-03-11 13:27:36,2,1.032,1.06,0
2026-03-11 13:27:36,3,1.029,0.896,0
2026-03-11 13:27:36,4,1.035,0.985,1
2026-03-11 13:27:36,5,0.98,1.265,1
2026-03-11 13:27:40,1,0.961,0.584,1
2026-03-11 13:27:40,2,0.992,0.111,0
2026-03-11 13:27:40,3,0.958,1.419,1
2026-03-11 13:27:40,4,0.994,1.104,1
2026-03-11 13:27:40,5,1.035,1.219,1
2026-03-11 13:27:44,1,0.961,0.584,0
2026-03-11 13:27:44,2,0.992,0.111,0
2026-03-11 13:27:44,3,0.958,1.419,0
2026-03-11 13:27:44,4,0.994,1.104,1
2026-03-11 13:27:44,5,1.035,1.219,1
2026-03-11 13:27:48,1,1.04,1.117,1
2026-03-11 13:27:48,2,1.027,0.563,0
2026-03-11 13:27:48,3,1.033,0.34,1
2026-03-11 13:27:48,4,1.048,0.25,1
2026-03-11 13:27:48,5,1.036,1.353,1
2026-03-11 13:27:52,1,0.977,1.535,0
2026-03-11 13:27:52,2,1.005,0.591,0
2026-03-11 13:27:52,3,1.039,1.836,0
2026-03-11 13:27:52,4,1.006,1.472,1
2026-03-11 13:27:52,5,1.024,0.486,1
2026-03-11 13:27:56,1,0.979,0.246,1
2026-03-11 13:27:56,2,1.024,1.313,0
2026-03-11 13:27:56,3,0.996,1.393,1
2026-03-11 13:27:56,4,1.049,0.502,1
2026-03-11 13:27:56,5,0.982,0.469,1
2026-03-11 13:28:00,1,1.033,1.508,0
2026-03-11 13:28:00,2,0.995,0.905,0
2026-03-11 13:28:00,3,1.002,0.156,0
2026-03-11 13:28:00,4,0.975,1.237,1
2026-03-11 13:28:00,5,0.977,0.747,1
2026-03-11 13:28:04,1,1.041,0.748,1
2026-03-11 13:28:04,2,1.008,1.287,0
2026-03-11 13:28:04,3,0.966,1.972,1
2026-03-11 13:28:04,4,1.009,0.321,1
2026-03-11 13:28:04,5,1.035,0.904,1
2026-03-11 13:28:08,1,1.041,0.748,0
2026-03-11 13:28:08,2,1.008,1.287,0
2026-03-11 13:28:08,3,0.966,1.972,0
2026-03-11 13:28:08,4,1.009,0.321,1
2026-03-11 13:28:08,5,1.035,0.904,1
2026-03-11 13:28:12,1,0.98,0.54,1
2026-03-11 13:28:12,2,0.991,1.516,0
2026-03-11 13:28:12,3,0.98,0.912,1
2026-03-11 13:28:12,4,0.967,1.923,1
2026-03-11 13:28:12,5,0.951,0.256,1
2026-03-11 13:28:16,1,0.961,1.047,0
2026-03-11 13:28:16,2,0.987,1.752,0
2026-03-11 13:28:16,3,0.969,0.592,0
2026-03-11 13:28:16,4,0.991,1.1,1
2026-03-11 13:28:16,5,1.031,1.717,1
2026-03-11 13:28:20,1,1.022,1.677,1
2026-03-11 13:28:20,2,1.0,0.289,0
2026-03-11 13:28:20,3,1.022,1.569,1
2026-03-11 13:28:20,4,0.996,1.488,1
2026-03-11 13:28:20,5,1.002,0.511,1
2026-03-11 13:28:24,1,0.962,1.266,0
2026-03-11 13:28:24,2,0.992,1.629,0
2026-03-11 13:28:24,3,0.982,1.879,0
2026-03-11 13:28:24,4,0.969,1.994,1
2026-03-11 13:28:24,5,1.008,1.904,1
2026-03-11 13:28:28,1,0.962,1.266,1
2026-03-11 13:28:28,2,0.992,1.629,0
2026-03-11 13:28:28,3,0.982,1.879,1
2026-03-11 13:28:28,4,0.969,1.994,1
2026-03-11 13:28:28,5,1.008,1.904,1
2026-03-11 13:28:32,1,0.974,1.863,0
2026-03-11 13:28:32,2,0.971,0.93,0
2026-03-11 13:28:32,3,1.034,1.619,0
2026-03-11 13:28:32,4,1.022,0.565,1
2026-03-11 13:28:32,5,0.987,0.951,1
2026-03-11 13:28:37,1,0.959,0.313,1
2026-03-11 13:28:37,2,1.002,0.334,0
2026-03-11 13:28:37,3,1.005,1.886,1
2026-03-11 13:28:37,4,1.023,0.476,1
2026-03-11 13:28:37,5,1.036,0.573,1
2026-03-11 13:28:41,1,1.036,1.252,0
2026-03-11 13:28:41,2,1.012,1.675,0
2026-03-11 13:28:41,3,0.969,1.55,0
2026-03-11 13:28:41,4,1.045,0.185,1
2026-03-11 13:28:41,5,0.954,0.676,1
2026-03-11 13:28:45,1,0.971,1.375,1
2026-03-11 13:28:45,2,1.002,0.644,0
2026-03-11 13:28:45,3,0.954,1.151,1
2026-03-11 13:28:45,4,0.987,0.855,1
2026-03-11 13:28:45,5,0.966,0.115,1
2026-03-11 13:28:49,1,0.971,1.375,0
2026-03-11 13:28:49,2,1.002,0.644,0
2026-03-11 13:28:49,3,0.954,1.151,0
2026-03-11 13:28:49,4,0.987,0.855,1
2026-03-11 13:28:49,5,0.966,0.115,1
2026-03-11 13:28:53,1,0.993,1.84,1
2026-03-11 13:28:53,2,0.972,0.834,0
2026-03-11 13:28:53,3,0.955,1.912,1
2026-03-11 13:28:53,4,0.969,1.86,1
2026-03-11 13:28:53,5,0.97,1.536,1
2026-03-11 13:28:57,1,1.042,1.075,0
2026-03-11 13:28:57,2,0.997,1.586,0
2026-03-11 13:28:57,3,1.018,0.327,0
2026-03-11 13:28:57,4,1.031,0.356,1
2026-03-11 13:28:57,5,0.998,1.268,1
2026-03-11 13:29:01,1,0.964,0.766,1
2026-03-11 13:29:01,2,1.027,0.555,0
2026-03-11 13:29:01,3,1.039,0.87,1
2026-03-11 13:29:01,4,0.955,0.411,1
2026-03-11 13:29:01,5,1.038,0.527,1
2026-03-11 13:29:05,1,1.014,1.827,0
2026-03-11 13:29:05,2,1.011,0.47,0
2026-03-11 13:29:05,3,0.971,0.856,0
2026-03-11 13:29:05,4,1.013,1.009,1
2026-03-11 13:29:05,5,1.023,0.867,1
2026-03-11 13:29:09,1,1.014,1.827,1
2026-03-11 13:29:09,2,1.011,0.47,0
2026-03-11 13:29:09,3,0.971,0.856,1
2026-03-11 13:29:09,4,1.013,1.009,1
2026-03-11 13:29:09,5,1.023,0.867,1
2026-03-11 13:29:13,1,0.965,1.201,0
2026-03-11 13:29:13,2,0.963,1.354,0
2026-03-11 13:29:13,3,1.006,1.044,0
2026-03-11 13:29:13,4,0.958,1.77,1
2026-03-11 13:29:13,5,1.044,0.925,1
2026-03-11 13:29:17,1,1.003,0.139,1
2026-03-11 13:29:17,2,0.97,1.087,0
2026-03-11 13:29:17,3,1.017,0.841,1
2026-03-11 13:29:17,4,1.008,1.111,1
2026-03-11 13:29:17,5,1.03,1.883,1
2026-03-11 13:29:21,1,1.038,0.203,0
2026-03-11 13:29:21,2,0.983,1.32,0
2026-03-11 13:29:21,3,1.037,0.458,0
2026-03-11 13:29:21,4,1.031,0.656,1
2026-03-11 13:29:21,5,0.986,1.655,1
2026-03-11 13:29:25,1,0.963,0.699,1
2026-03-11 13:29:25,2,0.956,1.243,0
2026-03-11 13:29:25,3,1.046,0.144,1
2026-03-11 13:29:25,4,0.962,0.966,1
2026-03-11 13:29:25,5,0.99,1.313,1
2026-03-11 13:29:29,1,0.963,0.699,1
2026-03-11 13:29:29,2,0.956,1.243,0
2026-03-11 13:29:29,3,1.046,0.144,1
2026-03-11 13:29:29,4,0.962,0.966,1
2026-03-11 13:29:29,5,0.99,1.313,1
2026-03-11 13:29:33,1,1.025,0.423,0
2026-03-11 13:29:33,2,1.015,1.74,0
2026-03-11 13:29:33,3,1.028,1.603,0
2026-03-11 13:29:33,4,1.003,0.602,1
2026-03-11 13:29:33,5,1.015,0.322,1
2026-03-11 13:29:37,1,1.041,1.355,1
2026-03-11 13:29:37,2,0.981,0.453,0
2026-03-11 13:29:37,3,0.996,1.602,1
2026-03-11 13:29:37,4,0.972,1.604,1
2026-03-11 13:29:37,5,0.982,1.976,1
2026-03-11 13:29:41,1,0.972,0.617,0
2026-03-11 13:29:41,2,0.982,1.55,0
2026-03-11 13:29:41,3,1.011,0.46,0
2026-03-11 13:29:41,4,0.973,1.953,1
2026-03-11 13:29:41,5,0.968,1.073,1
2026-03-11 13:29:45,1,0.953,1.115,1
2026-03-11 13:29:45,2,1.039,0.107,0
2026-03-11 13:29:45,3,1.044,0.604,1
2026-03-11 13:29:45,4,1.046,1.644,1
2026-03-11 13:29:45,5,1.048,1.417,1
2026-03-11 13:29:49,1,0.953,1.115,0
2026-03-11 13:29:49,2,1.039,0.107,0
2026-03-11 13:29:49,3,1.044,0.604,0
2026-03-11 13:29:49,4,1.046,1.644,1
2026-03-11 13:29:49,5,1.048,1.417,1
2026-03-11 13:29:53,1,0.987,0.281,1
2026-03-11 13:29:53,2,1.004,1.014,0
2026-03-11 13:29:53,3,1.015,1.887,1
2026-03-11 13:29:53,4,0.981,0.429,1
2026-03-11 13:29:53,5,0.988,0.611,1
2026-03-11 13:29:57,1,1.028,0.686,0
2026-03-11 13:29:57,2,0.987,0.599,0
2026-03-11 13:29:57,3,1.016,1.502,0
2026-03-11 13:29:57,4,1.049,1.538,1
2026-03-11 13:29:57,5,1.014,1.824,1
2026-03-11 13:30:01,1,1.024,0.91,1
2026-03-11 13:30:01,2,1.035,0.798,0
2026-03-11 13:30:01,3,1.033,1.787,1
2026-03-11 13:30:01,4,1.006,1.278,1
2026-03-11 13:30:01,5,0.975,0.955,1
2026-03-11 13:30:05,1,1.0,0.118,0
2026-03-11 13:30:05,2,0.977,0.638,0
2026-03-11 13:30:05,3,0.983,0.276,0
2026-03-11 13:30:05,4,0.968,1.353,1
2026-03-11 13:30:05,5,0.984,1.851,1
2026-03-11 13:30:09,1,0.958,0.871,1
2026-03-11 13:30:09,2,0.999,1.109,0
2026-03-11 13:30:09,3,0.969,1.098,1
2026-03-11 13:30:09,4,0.96,1.384,1
2026-03-11 13:30:09,5,0.952,0.665,1
2026-03-11 13:30:13,1,0.958,0.871,0
2026-03-11 13:30:13,2,0.999,1.109,0
2026-03-11 13:30:13,3,0.969,1.098,0
2026-03-11 13:30:13,4,0.96,1.384,1
2026-03-11 13:30:13,5,0.952,0.665,1
2026-03-11 13:30:17,1,1.027,0.784,1
2026-03-11 13:30:17,2,0.973,0.534,0
2026-03-11 13:30:17,3,0.96,1.913,1
2026-03-11 13:30:17,4,0.966,1.823,1
2026-03-11 13:30:17,5,0.982,1.711,1
2026-03-11 13:30:21,1,0.97,1.889,0
2026-03-11 13:30:21,2,1.038,0.65,0
2026-03-11 13:30:21,3,0.965,1.69,0
2026-03-11 13:30:21,4,0.971,0.318,1
2026-03-11 13:30:21,5,1.021,1.558,1
2026-03-11 13:30:25,1,1.025,0.697,1
2026-03-11 13:30:25,2,0.993,1.406,0
2026-03-11 13:30:25,3,1.008,0.565,1
2026-03-11 13:30:25,4,1.007,0.491,1
2026-03-11 13:30:25,5,0.959,0.76,1
2026-03-11 13:30:30,1,1.027,1.452,0
2026-03-11 13:30:30,2,1.025,1.518,0
2026-03-11 13:30:30,3,0.992,1.787,0
2026-03-11 13:30:30,4,0.952,0.364,1
2026-03-11 13:30:30,5,1.027,1.546,1
2026-03-11 13:30:34,1,1.027,1.452,1
2026-03-11 13:30:34,2,1.025,1.518,0
2026-03-11 13:30:34,3,0.992,1.787,1
2026-03-11 13:30:34,4,0.952,0.364,1
2026-03-11 13:30:34,5,1.027,1.546,1
2026-03-11 13:30:38,1,1.014,0.228,0
2026-03-11 13:30:38,2,0.997,0.98,0
2026-03-11 13:30:38,3,0.951,1.627,1
2026-03-11 13:30:38,4,0.974,1.832,1
2026-03-11 13:30:38,5,1.033,1.359,1
2026-03-11 13:30:43,1,1.023,1.939,0
2026-03-11 13:30:43,2,0.961,1.305,0
2026-03-11 13:30:43,3,0.959,1.417,0
2026-03-11 13:30:43,4,1.011,1.373,1
2026-03-11 13:30:43,5,1.009,1.194,1
2026-03-11 13:30:47,1,0.956,1.907,1
2026-03-11 13:30:47,2,1.012,1.636,0
2026-03-11 13:30:47,3,1.028,1.055,1
2026-03-11 13:30:47,4,1.035,1.287,1
2026-03-11 13:30:47,5,1.03,1.005,1
2026-03-11 13:30:52,1,0.994,0.145,0
2026-03-11 13:30:52,2,0.978,0.991,0
2026-03-11 13:30:52,3,1.029,1.916,0
2026-03-11 13:30:52,4,0.975,0.887,1
2026-03-11 13:30:52,5,0.956,1.573,1
2026-03-11 13:30:57,1,1.02,1.063,1
2026-03-11 13:30:57,2,0.996,0.72,0
2026-03-11 13:30:57,3,0.965,1.942,1
2026-03-11 13:30:57,4,0.975,1.128,1
2026-03-11 13:30:57,5,1.03,1.049,1
2026-03-11 13:31:01,1,0.961,0.327,0
2026-03-11 13:31:01,2,1.013,1.183,0
2026-03-11 13:31:01,3,0.955,0.979,0
2026-03-11 13:31:01,4,1.04,0.759,1
2026-03-11 13:31:01,5,0.975,1.713,1
2026-03-11 13:31:16,1,0.998,0.802,1
2026-03-11 13:31:16,2,1.035,0.442,0
2026-03-11 13:31:16,3,0.961,0.997,1
2026-03-11 13:31:16,4,0.988,0.568,1
2026-03-11 13:31:16,5,1.028,1.745,1
2026-03-11 13:31:20,1,0.998,0.802,0
2026-03-11 13:31:20,2,1.035,0.442,0
2026-03-11 13:31:20,3,0.961,0.997,1
2026-03-11 13:31:20,4,0.988,0.568,1
2026-03-11 13:31:20,5,1.028,1.745,1
2026-03-11 13:31:25,1,1.025,1.401,0
2026-03-11 13:31:25,2,1.041,0.356,0
2026-03-11 13:31:25,3,1.037,1.782,0
2026-03-11 13:31:25,4,1.029,0.653,1
2026-03-11 13:31:25,5,1.044,1.202,1
2026-03-11 13:31:29,1,1.006,0.421,1
2026-03-11 13:31:29,2,1.039,1.309,0
2026-03-11 13:31:29,3,1.034,0.483,1
2026-03-11 13:31:29,4,1.013,1.418,1
2026-03-11 13:31:29,5,1.004,1.47,1
2026-03-11 13:31:33,1,1.012,1.013,0
2026-03-11 13:31:33,2,0.989,1.899,0
2026-03-11 13:31:33,3,0.954,0.729,0
2026-03-11 13:31:33,4,1.003,1.588,1
2026-03-11 13:31:33,5,1.034,0.905,1
2026-03-11 13:31:38,1,1.001,1.616,1
2026-03-11 13:31:38,2,0.966,1.425,0
2026-03-11 13:31:38,3,1.029,0.327,1
2026-03-11 13:31:38,4,0.973,1.073,1
2026-03-11 13:31:38,5,0.99,1.68,1
2026-03-11 13:31:42,1,0.999,1.3,0
2026-03-11 13:31:42,2,0.997,1.235,0
2026-03-11 13:31:42,3,1.015,0.268,0
2026-03-11 13:31:42,4,1.001,1.541,1
2026-03-11 13:31:42,5,0.969,0.689,1
2026-03-11 13:31:47,1,1.024,0.491,1
2026-03-11 13:31:47,2,0.968,1.644,0
2026-03-11 13:31:47,3,0.964,0.119,1
2026-03-11 13:31:47,4,1.019,1.981,1
2026-03-11 13:31:47,5,0.962,0.116,1
2026-03-11 13:31:51,1,1.005,0.137,0
2026-03-11 13:31:51,2,1.005,1.398,0
2026-03-11 13:31:51,3,1.034,0.196,0
2026-03-11 13:31:51,4,1.035,1.19,1
2026-03-11 13:31:51,5,0.982,1.971,1
2026-03-11 13:31:56,1,1.005,0.137,1
2026-03-11 13:31:56,2,1.005,1.398,0
2026-03-11 13:31:56,3,1.034,0.196,1
2026-03-11 13:31:56,4,1.035,1.19,1
2026-03-11 13:31:56,5,0.957,1.028,1
2026-03-11 13:32:00,1,1.031,1.467,0
2026-03-11 13:32:00,2,1.049,0.257,0
2026-03-11 13:32:00,3,1.025,1.058,0
2026-03-11 13:32:00,4,1.026,0.506,1
2026-03-11 13:32:00,5,0.957,1.028,1
2026-03-11 13:32:05,1,0.962,1.78,1
2026-03-11 13:32:05,2,1.032,1.048,0
2026-03-11 13:32:05,3,0.955,0.503,1
2026-03-11 13:32:05,4,0.995,0.309,1
2026-03-11 13:32:05,5,0.953,1.779,1
2026-03-11 13:32:09,1,1.047,0.382,0
2026-03-11 13:32:09,2,1.036,1.347,0
2026-03-11 13:32:09,3,1.036,0.465,0
2026-03-11 13:32:09,4,1.008,1.709,1
2026-03-11 13:32:09,5,0.996,1.698,1
2026-03-11 13:32:13,1,0.953,0.396,1
2026-03-11 13:32:13,2,0.972,0.409,0
2026-03-11 13:32:13,3,1.039,1.447,1
2026-03-11 13:32:13,4,0.981,1.767,1
2026-03-11 13:32:13,5,0.958,1.981,1
2026-03-11 13:32:17,1,0.958,1.454,0
2026-03-11 13:32:17,2,0.988,1.828,0
2026-03-11 13:32:17,3,0.953,0.401,0
2026-03-11 13:32:17,4,0.981,0.566,1
2026-03-11 13:32:17,5,1.029,1.858,1
2026-03-11 13:32:21,1,0.958,1.454,1
2026-03-11 13:32:21,2,0.988,1.828,0
2026-03-11 13:32:21,3,0.953,0.401,1
2026-03-11 13:32:21,4,0.981,0.566,1
2026-03-11 13:32:21,5,1.029,1.858,1
2026-03-11 13:32:25,1,1.024,1.995,0
2026-03-11 13:32:25,2,1.019,0.921,0
2026-03-11 13:32:25,3,0.955,0.18,0
2026-03-11 13:32:25,4,1.014,1.012,1
2026-03-11 13:32:25,5,1.028,0.247,1
2026-03-11 13:32:29,1,1.019,1.102,1
2026-03-11 13:32:29,2,0.997,0.184,0
2026-03-11 13:32:29,3,0.995,0.763,1
2026-03-11 13:32:29,4,0.963,1.566,1
2026-03-11 13:32:29,5,1.007,0.993,1
2026-03-11 13:32:33,1,1.01,0.142,0
2026-03-11 13:32:33,2,1.025,0.225,0
2026-03-11 13:32:33,3,1.028,1.93,0
2026-03-11 13:32:33,4,0.998,0.277,1
2026-03-11 13:32:33,5,1.041,1.626,1
2026-03-11 13:32:37,1,0.974,1.234,1
2026-03-11 13:32:37,2,0.958,1.269,0
2026-03-11 13:32:37,3,1.021,1.327,1
2026-03-11 13:32:37,4,1.012,0.841,1
2026-03-11 13:32:37,5,1.017,0.498,1
2026-03-11 13:32:41,1,0.974,1.234,0
2026-03-11 13:32:41,2,0.958,1.269,0
2026-03-11 13:32:41,3,1.021,1.327,0
2026-03-11 13:32:41,4,1.012,0.841,1
2026-03-11 13:32:41,5,1.017,0.498,1
2026-03-11 13:32:45,1,0.96,1.092,1
2026-03-11 13:32:45,2,0.964,0.396,0
2026-03-11 13:32:45,3,1.041,0.315,1
2026-03-11 13:32:45,4,1.011,1.941,1
2026-03-11 13:32:45,5,1.002,1.65,1
2026-03-11 13:32:49,1,0.981,1.558,0
2026-03-11 13:32:49,2,1.018,1.498,0
2026-03-11 13:32:49,3,1.012,1.59,0
2026-03-11 13:32:49,4,0.967,1.062,1
2026-03-11 13:32:49,5,0.994,0.114,1
2026-03-11 13:32:53,1,0.989,1.216,1
2026-03-11 13:32:53,2,0.982,1.545,0
2026-03-11 13:32:53,3,1.024,1.564,1
2026-03-11 13:32:53,4,0.965,1.354,1
2026-03-11 13:32:53,5,0.952,1.592,1
2026-03-11 13:32:57,1,1.026,1.65,0
2026-03-11 13:32:57,2,0.951,1.782,0
2026-03-11 13:32:57,3,0.991,0.545,0
2026-03-11 13:32:57,4,1.04,1.463,1
2026-03-11 13:32:57,5,0.982,1.308,1
2026-03-11 13:33:01,1,1.026,1.65,1
2026-03-11 13:33:01,2,0.951,1.782,0
2026-03-11 13:33:01,3,0.991,0.545,1
2026-03-11 13:33:01,4,1.04,1.463,1
2026-03-11 13:33:01,5,0.982,1.308,1
2026-03-11 13:33:06,1,0.977,1.304,0
2026-03-11 13:33:06,2,0.989,0.772,0
2026-03-11 13:33:06,3,1.002,0.213,0
2026-03-11 13:33:06,4,1.037,0.758,1
2026-03-11 13:33:06,5,1.0,1.833,1
2026-03-11 13:33:10,1,1.037,0.754,1
2026-03-11 13:33:10,2,1.015,1.615,0
2026-03-11 13:33:10,3,0.995,0.635,1
2026-03-11 13:33:10,4,1.027,1.787,1
2026-03-11 13:33:10,5,0.957,1.134,1
2026-03-11 13:33:14,1,1.003,1.55,0
2026-03-11 13:33:14,2,1.014,1.366,0
2026-03-11 13:33:14,3,0.995,1.38,0
2026-03-11 13:33:14,4,1.04,0.804,1
2026-03-11 13:33:14,5,1.01,1.213,1
2026-03-11 13:33:18,1,1.007,1.792,1
2026-03-11 13:33:18,2,0.976,1.637,0
2026-03-11 13:33:18,3,0.979,0.855,1
2026-03-11 13:33:18,4,0.981,0.79,1
2026-03-11 13:33:18,5,1.035,1.113,1
2026-03-11 13:33:22,1,0.952,0.87,0
2026-03-11 13:33:22,2,1.036,0.722,0
2026-03-11 13:33:22,3,0.976,1.192,0
2026-03-11 13:33:22,4,1.008,0.643,1
2026-03-11 13:33:22,5,1.027,1.926,1
2026-03-11 13:33:26,1,0.952,0.87,1
2026-03-11 13:33:26,2,1.036,0.722,0
2026-03-11 13:33:26,3,0.976,1.192,1
2026-03-11 13:33:26,4,1.008,0.643,1
2026-03-11 13:33:26,5,1.027,1.926,1
2026-03-11 13:33:30,1,1.039,1.676,0
2026-03-11 13:33:30,2,0.992,0.739,0
2026-03-11 13:33:30,3,0.959,1.991,0
2026-03-11 13:33:30,4,0.968,1.566,1
2026-03-11 13:33:30,5,1.029,1.888,1
2026-03-11 13:33:34,1,1.037,1.125,1
2026-03-11 13:33:34,2,0.978,1.921,0
2026-03-11 13:33:34,3,0.997,1.851,1
2026-03-11 13:33:34,4,1.047,0.547,1
2026-03-11 13:33:34,5,0.975,1.527,1
2026-03-11 13:33:38,1,1.048,0.697,0
2026-03-11 13:33:38,2,0.963,1.975,0
2026-03-11 13:33:38,3,0.988,0.332,0
2026-03-11 13:33:38,4,1.039,1.841,1
2026-03-11 13:33:38,5,0.997,1.561,1
2026-03-11 13:33:42,1,1.046,1.773,1
2026-03-11 13:33:42,2,0.958,0.171,0
2026-03-11 13:33:42,3,0.997,1.746,1
2026-03-11 13:33:42,4,1.03,0.784,1
2026-03-11 13:33:42,5,1.009,1.295,1
2026-03-11 13:33:46,1,1.046,1.773,0
2026-03-11 13:33:46,2,0.958,0.171,0
2026-03-11 13:33:46,3,0.997,1.746,0
2026-03-11 13:33:46,4,1.03,0.784,1
2026-03-11 13:33:46,5,1.009,1.295,1
2026-03-11 13:33:50,1,1.039,0.754,1
2026-03-11 13:33:50,2,0.967,1.042,0
2026-03-11 13:33:50,3,1.043,1.637,1
2026-03-11 13:33:50,4,1.047,1.052,1
2026-03-11 13:33:50,5,0.957,0.586,1
2026-03-11 13:33:54,1,1.024,1.967,0
2026-03-11 13:33:54,2,0.974,1.591,0
2026-03-11 13:33:54,3,0.969,1.795,0
2026-03-11 13:33:54,4,0.977,0.489,1
2026-03-11 13:33:54,5,1.004,0.715,1
2026-03-11 13:33:58,1,0.964,1.537,1
2026-03-11 13:33:58,2,1.025,0.753,0
2026-03-11 13:33:58,3,0.977,0.196,1
